name,freereturns,itemssold,status,price,shipping
50FT CAT7 CAT 7 Flat Ethernet Cable LAN RJ45 Internet Router Patch Cord 50 Feet,True,1203,Brand New,1195,
"Pet Dewormer Pyrantel Wormer for Dogs,Puppies,Cats,Kittens- Vanilla Liquid 30 ml",False,,Brand New,1250,0
Louis Wain's Cats by Chris Beetles: New,False,0,Brand New,3689,449
Cats DVD Judi Dench NEW,False,153,Brand New,399,0
DONATE TO CAT FEEDING AND CARE IN A HOME SHELTER,False,1260,Brand New,99,0
50 Capsules Flea Killer For Cats and Dogs 2-25 Lbs 12 mg Free Shipping!,True,205,Brand New,1899,
Kitty Cat Butt Cookie Cutter,False,234,Brand New,699,0
Instant Flea Killer for Cats & Small Dogs 100 Capsules 12 Mg 2-25 lbs,True,382,Brand New,2999,
"Animal Crossing Amiibo Series 2 Cards #101-200 Mint, Authentic! (Choose cards)",False,,Open Box,179,
Pet Simulator X Cat Plush + EXCLUSIVE Code Huge Cat **FREE SHIPPING** IN HAND,False,103,Brand New,14999,
" 53"" Cat Tree Tower Activity Center Large Playing House Condo For Rest Sturdy ",True,246,Brand New,5659,0
"79"" Cat Tree Bed Furniture Scratching Tower Post Condo Play Pet House Light Gray",False,505,Brand New,8199,0
Bayer Advantage Flea Remedy for Cats Over 9 lbs - 6 Month Pack,True,,Brand New,3999,0
Frontline Plus for Cats & Kittens Flea & Tick Treatment Over 1.5lb 3 Dose #7407,True,,Brand New,2499,0
Designer Poly Mailers Plastic Envelopes Shipping Bags Custom #SmileMail®,False,126,Brand New,695,0
"FRONTLINE Plus For Cats, Generic Version, 4 Months, 4 Doses, USA Seller",True,,Brand New,1600,0
Cat Sparkle Balls Large Cat Toys Balls Indoor Cats 50Pcs Cat Pom Pom Balls 2 ...,True,0,Brand New,1638,0
Provecta Flea Treatment for Cats Over 9lbs 4 Month Supply,True,,Brand New,1897,0
Warrior Cats Series 1 And 2 - The Prophecies Begin And The New Prophecy By Erin ,False,,Brand New,3761,799
PUMA Women's Cool Cat Sherpa Sandals,True,0,Brand New,1199,0
New ListingBAYER For Cats Kittens 8 Tablet Dewormer Tape Hook Round Worms EXP 2025 USA Ship,False,,Brand New,2995,0
2021 McDONALD'S WALT DISNEY WORLD 50th ANNIVERSARY HAPPY MEAL TOYS! SHIPS NOW!,False,,Brand New,295,349
PUMA Men's Cool Cat Camo Sandals,True,0,Brand New,1199,0
Cat Tree Condo Tower Scratcher Climbing Furniture w/Scratching Post&Toys,True,155,Brand New,4859,0
100 Capsules Flea Killer For Cats and Dogs 2-25 Lbs 12 mg Free Shipping!,True,358,Brand New,2999,
Llewellyn's 2022 Magical Mystical Cats Calendar (Calendar),True,23,Brand New,1405,0
Durable &Solid Scratching Post Mini Mushroom Cat Tree Scratcher for Playful Cats,True,,Brand New,2892,0
Reindeer Instead of Cats - Nobleworks Box of 12 Funny Christmas Cards,False,,Brand New,1699,560
12 Flea Killer NITENPYRAM for Dogs and Cats -  2 to 25 lbs,False,,Brand New,1370,0
Groomer's Best Flea Comb For Cats And Dogs NEW,False,0,Brand New,495,0
Pawhut Heated Outdoor Cat House - Black Black,False,0,Brand New,6999,0
PUMA Junior Tune Cat 3 Shoes,True,0,Brand New,1999,0
"Purina Friskies Gravy Wet Cat Food, Variety Pack (5.5 oz., 60 ct.)",False,90,Brand New,3450,0
Pawaboo Cat Toy Electric Interactive Motion Play Running Mouse Hide Seek Hunting,False,236,Brand New,2199,0
Electric Realistic Interactive Fish Cat Kicker Dancing Flipping Pet Cat Toy Gift,True,,Brand New,848,
Cats Walking Jacket Harness And Leads Escape Proof Pet Dog Adjustable Mesh Vest,False,0,Brand New,745,0
NEW Animal Crossing Amiibo Cards AUTHENTIC - Series 2 (#101-200) [US] YOU PICK!,False,,Brand New,189,0
"36""Cat Tree Tower Condo Scratching Post Pad Play House Pet Furniture",False,78,Brand New,3049,0
Frontline Plus for Cats & Kittens (3 pack) 100% Genuine U.S EPA Approve !!!,True,,Brand New,2390,
PUMA Women's Cool Cat Sandals,True,0,Brand New,1199,0
Cat 6 CAT6 Patch Cord Cable 500mhz Ethernet Internet Network LAN RJ45 UTP WHITE,True,9855,Brand New,399,
2 Leg Pet Dog Clothes Cat Puppy Coat Winter Hoodies Warm Sweater Jacket Clothing,False,,New (Other),499,0
CATEGO Fast-acting Flea & Tick Control Treatment for Cats 3 Doses for 3 months,False,,Brand New,2098,0
ADOPT ME DOLLAR STORE ALL ITEMS $1-$1.99,False,,Brand New,100,0
☀️NEW Lego PICK YOUR CATS & DOGS ANIMAL Lot Friends Pets Ranch Outdoor Town City,True,,Brand New,99,345
10/20/30Pcs Pet Cats Kitten Polyester Plush Balls Interactive Play Molar Toy US,False,,Brand New,617,0
2021 McDONALD'S Disney's 50th Anniversary Disney World HAPPY MEAL TOYS SEALED!,False,,Brand New,390,299
USB RECHARGEABLE LASER POINTER PEN 3 in 1 Cat Pet Toy Red UV Flashlight US STOCK,True,,Brand New,699,0
2022-2023 2-Year Calendar Appointment Agenda Monthly Date Pocket Planner 3x6 4x6,True,,Brand New,395,0
"Women 18"" Chain Sterling Silver Love Cute Cat Kitty Pendant Necklace Gift Box",True,,New (Other),995,0
Expert Care Tapeworm Dewormer 4 Cats &Kitten- 5 to 30 Capsules - USA MADE - 23mg,True,,Brand New,1000,
PUMA Men's Cool Cat Leap Sandals,True,0,Brand New,1199,0
Cat Electric Toys Teaser Interactive Cats Toy Rotating Funny Feather Pet Toys,False,0,Brand New,2739,0
"Cat Bed, Window Hammock / Perch, Raised Resting Post for Large & Small Cats",False,,Brand New,1699,0
ADVECTA Plus for CATS Over 5-9lbs - 4 Doses of Flea & Lice Treatment NEW SEALED,True,0,Brand New,2299,
"6 Months Frontline Plus for Cats 8 Weeks +, Generic Version, 6 Doses, USA Seller",True,,Brand New,2300,0
Workman 365 Cats Page-A-Day Calendar 2022 w,False,46,Brand New,1699,0
BLACK CATS - 2022 MINI WALL CALENDAR 7x7 - BRAND NEW - 20760,True,,Brand New,795,0
ZooFleece Cat European Shorthair Cats Kittens Kitty Animal Pet Grey Jacket S-3X,True,,Brand New,4495,0
EPaw Collapsible Cat Tunnel 3/4/5 Interactive Indoor Cats Peek Hole Kitten Toys ,True,,Brand New,1199,
Popit Fidget Toy Push Bubble Sensory Stress Relief Kids Family Games Square Game,True,,Brand New,419,0
,False,,,,
"Cats In Bed Owls Nightmare Bird 8.5x11"" Photo Print Louis Wain Feline Animal Art",False,,,817,0
Littlest Pet Shop Lot Cat Dog Random 8 Pcs 3 LPS 5 Accessories BUY 3 GET 1 FREE,True,,Pre-Owned,879,295
Halloween Pets ADOPT ME Ghost Dragon Golden Mummy Cat ,False,,Brand New,100,0
CUSTOM ENGRAVED PERSONALIZED PET TAG ID DOG CAT NAME TAGS DOUBLE SIDE,False,,Brand New,198,0
ZooFleece Cat European Shorthair Cats Kittens Kitty Animal Pet Grey Jacket S-3X,True,,Brand New,4495,0
6 Tablets 11.4mg Capaction Nitenpyram Cats Flea Treatment Oral 2-25 lbs Capstar ,False,,Brand New,2199,0
☀️ NEW Lego ANIMAL U pick Lot Elephant Anglerfish Sloth Flamingo dog cat  ☀️,True,35,Brand New,99,389
PUMA Women's Cool Cat Dark Prismatic Wns Sandals,True,0,Brand New,1199,0
" Advantage II Flea Spot Treatment for Cats | 9 lbs & over | EPA, USA | 1 dose",False,,Brand New,1295,0
Flea Treatment Medicine For Cats Kittens Drops Meds Remedy Tick Control Topical,True,,Brand New,769,0
6 doses Generic Frontline Plus for Cats flea tick 6 month supply 6pk USA Seller,True,,Brand New,2488,0
"63"" Cat Tree Condo Pet Furniture Activity Tower Play House with Perches Hammock",True,,Brand New,5592,0
"60 ct. Purina Friskies  Variety Pack Friskies Gravy Wet Cat Food, 5.5 oz..",False,2162,Brand New,3499,0
"Cat Tree Tower  53"" STURDY Activity Center Large Playing House Condo For Rest",True,160,Brand New,5659,0
Suspender Bodystocking Stockings Bodysuit Babydoll Fishnet Sleepwear Lingerie US,False,,Brand New,694,
PUMA Men's Essentials Pique Polo,True,0,Brand New,1499,0
"Roblox Adopt Me Halloween Event Pets + Items (Black, White, and Golden Cats )",False,,Brand New,249,
PUMA Men's Scuderia Ferrari R-Cat Machina Motorsport Shoes,True,0,Brand New,3999,0
Instant Flea Killer for Cats & Dogs 12 Tablets 2-25lbs 12Mg Free Shipping!,True,183,Brand New,999,
"Cats on Catnip Marttila, Andrew LikeNew",False,,New (Other),649,0
IN HAND McDONALD'S DISNEY WORLD 50TH ANNIVERSARY HAPPY MEAL TOYS 2021 NEW NIP,False,,Brand New,275,329
Pet Sweater Jumpsuit Cute Warm Fleece Dog Pajamas Clothes Puppy Cat Coat Costume,False,,Brand New,998,0
Verizon G1100 Router FiOS-G1100 Dual Band W/AC &Cat 5E With Stand(Fios Firmware),True,5991,Refurbished,3788,
Cats Litter Box Deodorizer Cat Litter Crystals Litter Box Odor Eliminator 3 Pack,False,,Brand New,1281,0
"2 Dinovite Lickochops with Omega 3, 6 & E for Dogs and Cats",False,,Brand New,1699,0
FRESH DRIED BULK CATNIP 100% NATURAL CATS WILL LOVE!,False,23,Brand New,699,0
"Christmas Cats Kitties Ugly Sweaters PC Puffy Stickers 5-1/2"" x 8-1/4 Sheet",False,,Brand New,299,159
Pet Dog Warm Jumper Knit Sweater Clothes Puppy Cat Knitwear Costume Coat Apparel,False,,New (Other),899,0
Pet Dog Cat Warm Fleece Vest Clothes Coat Puppy T Shirt Sweater Winter Apparel A,False,,Brand New,303,0
SUPER CATNIP Organic Dried Cut ~ FRESH ~ Cats Kitten 100% Premium Treat Bulk,True,403,Brand New,595,0
Cheristin for Cats Flea Treatment 6 Doses,False,,Brand New,4999,0
1 Year supply 12 Capsules 2 In 1 Monthly Flea Control 205mg+12mg Cats 2-20lbs,True,263,Brand New,1999,
"Yangbaga Cat Scratching Post Replacement, Sisal Rope for Cats, 1/4 inch Diam …",True,0,Brand New,1403,0
BrandNew Sealed Pet Armor Plus Flea & Tick Cats Treatment 6 month Supply Pack,False,,Brand New,2195,
"Advantage II Flea Spot Treatment for Cats, over 9 lbs ( 6 Pack ) New",False,,Brand New,3078,0
Pet Tags Custom Engraved Paw ID Tag Dog Tag Cat Quality Free Ship,False,,Brand New,449,0
Laser Pointer for Cats Pet Batteries Light Lazer Pointer LED Training Torch Toys,False,,Brand New,749,0
 CAPSTAR 6 Tablets for CATS & KITTENS 2 - 25 lbs Expires JANUARY 2023  (6674),True,,Brand New,2795,0
Premium -Hemp Oil for Dogs Cats Pets 5000mg - Calming Drops -100% Beef Flavor,True,,Brand New,1049,
" 53"" Cat Tree Tower Activity Center Playing House Condo Grey/Beige/Blue/Brown",True,291,Brand New,5659,0
Pet Dog Cat Bed Puppy Cushion House Pet Soft Warm Kennel Dog Mat Blanket Home US,True,,Brand New,1188,0
1 Year Supply MONTHLY Flea Control For DOGS / CATS 2-30Lbs.165Mg 12 Capsules NEW,False,1407,Brand New,1750,0
Spot Ethical - Colorful 10pk Springs for Cats - Free Shipping,False,,Brand New,595,0
 CATS BY GARY PATTERSON 2022 WALL CALENDAR  16 Month FAST DELIVERY,True,,Brand New,1400,0
"Activity Center Large  53"" Cat Tree Tower Playing House Condo Rest Multi Level",True,107,Brand New,3659,2099
Adjustable Reflective  Nylon Cat Collar with Bell for Cat Kitten small dog puppy,False,,Brand New,599,
Handmade Cats On Grey Trimmed In Black Handbag Purse Tote Zipper closure,False,0,New (Other),2499,0
Combiva II for Large Cats and Kittens [over 9 lbs] (3 count),False,686,Brand New,1695,0
Durvet WormEze Piperazine Liquid Wormer for Cats and Kittens 4oz,True,,Brand New,999,0
"28.7"" Furniture House with Scratching Posts Cave Cat Tree Kitten Tower Pet Condo",True,0,Brand New,2899,0
1 Year Supply MONTHLY Flea Control For DOGS and CATS 2-15Lbs.90 Mg 12 Capsules,False,,Brand New,1699,0
Instant Flea Killer for Cats & Small Dogs 100 Tablets 12Mg Fast  2-25 lbs,True,254,Brand New,2999,
"Kittens 2022 Wall Calendar 11""X12"" & Cats Mini Calendar 7""X7"" w",True,43,Brand New,599,0
Winter Dog Clothes Puppy Cat Sweater Warm Jacket Coat For Small Dog Chihuahua,False,,Brand New,129,0
The Street Cats of Marrakech by Dee S Toth-Jones: New,False,0,Brand New,852,449
Advantage II Flea Spot Treatment for Cats + Ferrets | 5-9 lb | 6 doses | EPA USA,False,24,Brand New,3995,0
Samurai Pizza Cats Blu Ray English Dub Official Discotek Media Release ,False,0,Brand New,3995,1065
Vectra For Large Cats  and Kittens Over 9 lbs. 3 Doses Green Flea Control ,True,,Brand New,2799,0
CAT6 Ethernet Patch Cable LAN Network Internet Modem Router Xbox PS3 Cord Lot,False,,Brand New,299,0
Purina FortiFlora Pro Plan Veterinary Probiotic Supplement 30 Sachets 3/22+ 9339,True,1563,Brand New,1950,
Nature's Way - Cats Claw Bark - 100 Capsules -  Exp 01/2024,False,,Brand New,1195,0
Pet Calming Bed Dog Cat Sleeping Kennel Puppy Super Soft Mat Pad Warm Nest,True,,Brand New,1199,0
THE CATS EYE NEBULA 8x10 PHOTO NASA HUBBLE TELESCOPE,False,,Brand New,899,
Pet Piller For Dogs and Cats,False,106,Brand New,604,0
Fast & Easy Flea Killer 12 Capsules For Cats and Dogs 2-25lbs 12mg Free Shipping,True,68,Brand New,999,0
"Pete the Cat: Trick or Pete - Paperback By Dean, James - GOOD",True,,Pre-Owned,467,0
,False,,,,
"Pete the Cat: Trick or Pete - Paperback By Dean, James - GOOD",True,,Pre-Owned,467,0
Dogs Cats Pet Chain Collar Necklace Jewelry Accessories For Dog Cute  USA,False,0,Brand New,726,0
💰CHEAPEST💰 MM2 SUPER RARE CHROMAS ROBLOX *FAST DELIVERY* (Read Description!),False,77,Brand New,99,0
Cat Mice Toy Catnip Teasers Hunting Cats Mouse Kitty Interactive Play Bat Carry ,True,0,Brand New,699,0
NEW Furminator deShedding Tool for Long Hair Large Cats Over 10lbs,False,131,Brand New,1399,0
CATNIP SEEDS 2000 SEEDS CATS HERBS FRESH MINT HEALTHY GARDEN USA,False,,,225,0
ADVECTA Plus for CATS Over 9 lbs - 4 Doses of Flea & Lice Treatment NEW SEALED,True,0,Brand New,2399,
Outdoor Cat House Waterproof Kitty Shelter Washable Pet Dog Cave Tent Cottage,False,,Brand New,2799,0
PUMA Little Kids Cool Cat Sandals,True,0,Brand New,999,0
"CET Toothpaste for Dogs and Cats, Seafood flavor",True,,Brand New,1319,0
"36"" Brown Pet Cat Tree Play House Tower Condo Bed Scratch Post Toy Balls",True,181,Brand New,3289,0
Frontline Plus for Cats & Kittens (6 pack) 100% Genuine U.S EPA Approved,False,0,Brand New,4650,0
Cat MACE Granular Cat Repellent,True,253,Brand New,2197,0
Cat Interactive Scratching Toy w/ Rotating Running Mouse Catching Plate Pad,False,,Brand New,1359,0
Rainbow Cats color real nail polish strips ZZ046 street art wraps ,False,206,Brand New,400,0
Mens Only Cats Can Judge Me Tshirt Funny Pet Kitty Tee,True,,Brand New,959,
Littlest Pet Shop Cat Sitting Kitten Postcard 1231 Authentic,True,,Pre-Owned,595,0
PUMA Men's Mercedes F1 R-Cat Machina Motorsport Shoes,True,0,Brand New,3999,0
Interactive Swimming Robot Fish Toy for Cat with LED Light 4pc Set,False,67,Brand New,1789,
Christmas Holiday Cats & Kittens Brooch Lot (4 Pin Lot) 3 AJMC New on Cards,False,0,Brand New,1395,400
PUMA Women's Cool Cat Echo Wns Sandals,True,0,Brand New,1199,0
Bayer Advantage II Flea Prevention for Large Cats over 9 lbs 6 doses NEW,False,0,Brand New,4600,
"10 PCS Fur Mice Cat Toys, Soft and Durable for Play , Catnip Mice for kittens",False,48,Brand New,645,0
PUMA Women's Cool Cat Hyrbid Sandals,True,0,Brand New,1199,0
"St. Gertrude, the Patron Saint of Cats - Figure",False,0,Brand New,1800,1502
Print - Louis Wain - Trippy Kitty,True,,,799,0
5 Doses Generic Frontline Plus for Cats Flea Tick 5 Month Supply SEE DESCRIPTION,True,,Brand New,2175,
"Cheristin Flea Treatment for Cats & Kittens over 8 weeks / 1.8lbs , 12 counts",False,,Brand New,8599,0
PUMA Women's Cat Print Tee,True,0,Brand New,999,0
Instant Flea Killer for Cats & Small Dogs 50 Tablets 2-25 lb 12Mg Fast Effective,True,160,Brand New,1899,0
"NOW Foods Omega-3 Support for Dogs & Cats, 180 Softgels",True,138,Brand New,1399,0
"Advantage II Flea Control for Small Cats 5-9 lbs, 6 Packs - FREE SHIP",False,,Brand New,3995,499
LASER POINTER USB RECHARGEABLE PEN ~ 3 in 1 Cat Pet Toy Red UV Flashlight,False,,Brand New,362,0
299 Cats (and a Dog): A Feline Cluster Puzzle - 300 Piece Puzzle with Cat-Shape ,False,,Brand New,1919,0
Hats on Cats by New Seasons; Publications International Ltd.,True,,New (Other),409,0
PUMA Junior Cool Cat Sherpa Sandals,True,0,Brand New,1199,0
PUMA Women's Cool Cat Cadet Sandals,True,0,Brand New,1199,0
PUMA Women's Cool Cat Sport Iridescent Sandals,True,0,Brand New,1199,0
Nature Cat Cowboy Cats Butts On Back HoneVille Adult Unisex T-shirt ,True,0,Brand New,1200,0
Flea / Tick Collar for Dogs Cats 3pk. (Lasts 24 Months) All Natural! ONE SIZE! ,False,,Brand New,1299,
Cat lover earrings sterling silver dangle hook kitten kitty cats feline gift ,True,,Brand New,799,0
Large Sifting Cat Litter Box Pan Self Clean Slotted Kitty Tray Extra Hooded New,True,,Brand New,1725,0
Littlest Pet Shop LPS #1451 Tiger Grain Cat Kitty Collection Toy Gift For Kid,False,0,Brand New,599,0
Pet Food Can Covers Set of 3 Assorted Colors 3-1/2 inches Dogs Cats Pets Lids,False,0,Brand New,191,0
Corrugated Cardboard Cat Cat Toy Scratcher Bed Pad with Catnip Random Delivery,True,257,Brand New,1298,0
365 Cats Page-A-Day Calendar 2021,True,0,Brand New,1253,0
Instant Flea Killer for Cats & Dogs 24 Capsules 2-25lb 12Mg Free Shipping,True,75,Brand New,1399,
Flea and Tick control killer Dogs 5-10lb Cats 4-6lb 30 day pill 6 month supply,False,28,Brand New,2799,0
Spark Cool Cats Coloring Book,False,,Brand New,747,0
"Kids' 6pk Cat & Jack Cloth Washable Face Masks ,  🔥FREE SHIPPING🔥",False,60,Brand New,799,0
NEW  LEGO Friends U PICK Baby Animals Pets Minifigures Girls Boys Genuine Lego,False,,Brand New,99,386
St. Francis Animal Rescue FAST FLEA Killer control SMALL dogs cats 16 doses  ,True,713,Brand New,1458,
20 Furry Mice with Catnip & Rattle Sound Made of Real Rabbit Fur Cat Toy Mouse,False,887,Brand New,1495,0
Vectra For Large Cats Over 9 lbs 6 Doses Green Cat Flea Control - EPA / USA,True,,Brand New,3899,0
Elevated Dog Bed Lounger Sleep Pet Cat Raised Cot Hammock for Indoor Outdoor,False,,Brand New,1798,0
10 Rolls Vet Wrap Tape Self Adhesive Bandages Elastic for Pets Horse Dogs Cats ,True,318,Brand New,854,0
Rj45 Crimping Tool Kit Set For CAT5/CAT6 Lan Cable Tester Network Repair Tools,True,,Brand New,1998,0
Dreamworks Gabby's Dollhouse Purrfect Playset 15 Pieces Netflix New FREE SHIP,True,59,Brand New,18499,0
Flea Treatment Medicine For Cats Kittens Drops Meds Remedy Tick Control Topical,False,,Brand New,747,0
Cosequin Max Strength Joint Health Supplement For Cats - 120 Sprinkle Capsules,True,0,Brand New,2095,0
Let's Go Brandon Fjb Funny Shirts Dr. Suess Cat In The Hat Save America Together,False,,Brand New,1199,0
(1811) TWO Individual Paper LUNCHEON Decoupage Napkins - CHRISTMAS KITTENS CATS,False,,Brand New,198,0
Small Pet Dog Cat Tutu Lace Dress Puppy Ballet Skirt Princess Apparel Clothes*,False,,Brand New,361,0
"63.8‘’ Cat Tree Tower Activity Center Scratching Post Kitty Furniture,Smoky Gray",True,,Brand New,5999,0
"Bayer Tapeworm Dewormer 23mg Praziquantel Tablets for Cats, 3 Tablets Exp. 10/24",True,,Brand New,1811,0
"Cat Tree Cat Tower with Large Perch, Scratching Posts, Activity Tower Indoor Cat",False,55,Brand New,6199,0
